Gene_ID,Sample_1_Reads,Sample_2_Reads
SOX2-OT,0,0
SOX3,0,0
SOX30,20,0
SOX4,1031,1923
SOX5,2,14
SOX6,8,11
SOX7,57,2
SOX8,213,0
SOX9,2630,96
SOX9-AS1,38,0
SP1,2190,248
SP100,1423,2
SP110,136,0
SP140,4,0
SP140L,346,0
SP2,962,12
SP2-AS1,22,0
SP3,3596,1542
SP4,626,40
SP5,2,2
SP6,2094,10
SP7,0,0
SP8,4,0
SP9,10,23
SPA17,411,0
SPAAR,24,0
SPACA1,0,0
SPACA3,0,0
SPACA4,0,0
SPACA5,0,0
SPACA5B,0,0
SPACA6,292,1
SPACA7,0,0
SPACA9,153,0
SPAG1,950,2
SPAG11A,0,0
SPAG11B,0,0
SPAG16,787,0
SPAG17,1,0
SPAG4,483,0
SPAG5,5774,4
SPAG5-AS1,16,0
SPAG6,0,0
SPAG7,1037,234
SPAG8,4,0
SPAG9,6528,448
SPAM1,0,0
SPANXA1,0,0
SPANXA2,0,0
SPANXA2-OT1,0,0
SPANXB1,0,0
SPANXC,0,0
SPANXD,0,0
SPANXN1,0,0
SPANXN2,0,0
SPANXN3,0,0
SPANXN4,0,0
SPANXN5,0,0
SPARC,772,14440
SPARCL1,2,4
SPART,52,2
SPART-AS1,0,0
SPAST,761,8
SPATA1,25,2
SPATA12,22,0
SPATA13,403,10
SPATA16,0,0
SPATA17,29,0
SPATA18,2,2
SPATA19,0,0
SPATA2,1794,0
SPATA20,1835,6
SPATA21,0,0
SPATA22,0,0
SPATA24,174,18
SPATA25,14,0
SPATA2L,929,0
SPATA3,0,0
SPATA31A1,0,0
SPATA31A3,0,0
SPATA31A5,0,0
SPATA31A6,0,0
SPATA31A7,0,0
SPATA31B1P,0,0
SPATA31C1,0,0
SPATA31C2,0,0
SPATA31D1,0,0
SPATA31D3,0,0
SPATA31D4,0,0
SPATA31D5P,0,0
SPATA31E1,0,0
SPATA32,25,0
SPATA33,357,2
SPATA3-AS1,0,0
SPATA4,0,0
SPATA41,20,0
SPATA42,0,0
SPATA45,0,0
SPATA46,12,0
SPATA48,0,0
SPATA5,757,2
SPATA5L1,768,0
SPATA6,14,56
SPATA6L,113,0
SPATA7,133,0
SPATA8,0,0
SPATA9,2,0
SPATC1,2,0
SPATC1L,610,0
SPATS1,0,0
SPATS2,1391,2
SPATS2L,4311,18
SPC24,1302,2
SPC25,1781,0
SPCS1,4638,20
SPCS2,1833,80
SPCS2P4,2570,78
SPCS3,6921,374
SPDEF,49,0
SPDL1,2140,0
SPDYA,18,0
SPDYC,28,0
SPDYE1,13,0
SPDYE18,4,0
SPDYE2,0,0
SPDYE2B,0,0
SPDYE3,34,0
SPDYE4,0,0
SPDYE5,6,0
SPDYE6,3,0
SPDYE7P,0,0
SPECC1,1757,0
SPECC1L,2095,4
SPEF1,19,4
SPEF2,66,0
SPEG,1350,609
SPEM1,2,0
SPEM2,2,0
SPEN,3960,216
SPERT,66,0
SPESP1,0,0
SPG11,996,0
SPG21,3821,10
SPG7,2080,20
SPHAR,48,0
SPHK1,1688,10
SPHK2,473,0
SPHKAP,0,0
SPI1,0,14
SPIB,2,0
SPIC,3,0
SPICE1,569,0
SPIDR,1779,0
SPIN1,4266,156
SPIN2A,1,0
SPIN2B,85,0
SPIN3,170,0
SPIN4,3150,0
SPINK1,0,0
SPINK13,2,0
SPINK14,0,0
SPINK2,37,0
SPINK4,0,0
SPINK5,0,0
SPINK6,2,0
SPINK7,2,0
SPINK8,2,0
SPINK9,0,0
SPINT1,8600,0
SPINT2,69301,10
SPINT3,0,0
SPINT4,0,0
SPIRE1,1973,68
SPIRE2,1013,0
SPN,4,0
SPNS1,2801,230
SPNS2,1137,2
SPNS3,247,0
SPO11,0,0
SPOCD1,348,0
SPOCK1,667,0
SPOCK2,14611,8
SPOCK3,8,2
SPON1,5,2
SPON2,6,4
SPOP,834,746
SPOPL,1418,20
SPOUT1,1373,2
SPP1,0,48
SPP2,0,0
SPPL2A,1148,0
SPPL2B,1356,2
SPPL2C,0,0
SPPL3,1724,32
SPR,1054,0
SPRED1,613,260
SPRED2,1559,222
SPRED3,19,150
SPRN,210,0
SPRNP1,1,0
SPRR1A,109,0
SPRR1B,167,0
SPRR2A,38,0
SPRR2B,0,0
SPRR2C,2,0
SPRR2D,227,0
SPRR2E,86,0
SPRR2F,17,0
SPRR2G,0,0
SPRR3,50,0
SPRR4,0,0
SPRTN,602,0
SPRY1,70,8
SPRY2,428,514
SPRY3,0,0
SPRY4,452,0
SPRYD3,2530,398
SPRYD4,312,6
SPRYD7,452,4
SPSB1,908,4
SPSB2,747,4
SPSB3,3270,2
SPSB4,8,0
SPTA1,7,0
SPTAN1,7142,708
SPTB,191,0
SPTBN1,7593,1890
SPTBN2,2490,0
SPTBN4,168,0
SPTBN5,38,0
SPTLC1,6602,2
SPTLC2,2703,220
SPTLC3,95,2
SPTSSA,8059,74
SPTSSB,220,0
SPTY2D1,2305,2
SPTY2D1OS,34,0
SPX,17,0
SPZ1,0,0
SQLE,3740,0
SQOR,2775,0
SQSTM1,72301,98
SRA1,4447,0
SRARP,0,0
SRBD1,279,10
SRC,2168,22
SRCAP,8131,259
SRCIN1,255,0
SRD5A1,3131,0
SRD5A1P1,0,0
SRD5A2,0,0
SRD5A3,843,2
SRD5A3-AS1,2,0
SREBF1,3777,5
SREBF2,8098,16
SREK1,1010,470
SREK1IP1,1195,0
SRF,11680,2630
SRFBP1,339,0
SRGAP1,894,2
SRGAP2,1790,194
SRGAP2B,318,16
SRGAP3,178,196
SRGN,4,2
SRI,4367,2
SRL,14,0
SRM,2221,8
SRMS,99,0
SRP14,11744,2
SRP14-AS1,117,0
SRP19,1661,2
SRP54,5524,816
SRP54-AS1,64,0
SRP68,5173,6
SRP72,6412,294
SRP9,8948,4
SRPK1,5240,142
SRPK2,1860,430
SRPK3,3,0
SRPRA,16756,972
SRPRB,3254,0
SRPX,16,0
SRPX2,1726,10
SRR,173,16
SRRD,470,0
SRRM1,3699,516
SRRM2,11686,540
SRRM2-AS1,7,0
SRRM3,207,0
SRRM4,0,0
SRRM5,25,0
SRRT,2776,128
SRSF1,2935,3436
SRSF10,2,0
SRSF11,3692,456
SRSF12,25,0
SRSF2,2964,2173
SRSF3,7827,79
SRSF4,5034,112
SRSF5,3115,3110
SRSF6,2884,638
SRSF7,4329,310
SRSF8,840,2
SRSF9,5199,1507
SRXN1,6254,2
SRY,0,0
SS18,4774,168
SS18L1,872,8
SS18L2,1049,0
SSB,6286,0
SSBP1,3591,16
SSBP2,59,248
SSBP3,407,674
SSBP3-AS1,4,0
SSBP4,3148,55
SSC4D,26,0
SSC5D,30,0
SSFA2,7850,24
SSH1,2427,4
SSH2,651,6
SSH3,3346,0
SSMEM1,0,0
SSNA1,3926,3
SSPN,255,0
SSPO,11,2
SSR1,9782,324
SSR2,10195,2
SSR3,12528,682
SSR4,7323,6
SSR4P1,6,0
SSRP1,15259,12
SSSCA1,3649,0
SST,0,0
SSTR1,0,0
SSTR2,28,0
SSTR3,0,0
SSTR4,0,0
SSTR5,14,0
SSTR5-AS1,4,0
SSU72,4907,8
SSUH2,12,0
SSX1,0,0
SSX2,0,0
SSX2B,0,0
SSX2IP,1636,2
SSX3,0,0
SSX4,0,0
SSX4B,0,0
SSX5,0,0
SSX6,0,0
SSX7,0,0
SSX8,0,0
ST13,6373,120
ST13P4,912,2
ST14,22605,2
ST18,0,0
ST20,109,0
ST20-AS1,123,0
ST3GAL1,4061,0
ST3GAL2,648,80
ST3GAL3,354,84
ST3GAL4,6064,4
ST3GAL5,125,0
ST3GAL6,18,0
ST5,1163,178
ST6GAL1,45,4
ST6GAL2,0,0
ST6GALNAC1,0,0
ST6GALNAC2,136,0
ST6GALNAC3,5,0
ST6GALNAC4,769,0
ST6GALNAC5,542,0
ST6GALNAC6,4676,56
ST7,391,20
ST7-AS1,12,0
ST7-AS2,0,0
ST7L,1168,92
ST7-OT3,1,0
ST7-OT4,11,0
ST8SIA1,2,0
ST8SIA2,0,2
ST8SIA3,0,0
ST8SIA4,135,2
ST8SIA5,6,0
ST8SIA6,138,0
ST8SIA6-AS1,15,0
STAB1,0,11
STAB2,0,0
STAC,268,2
STAC2,16,0
STAC3,41,4
STAG1,357,395
STAG2,10363,1382
STAG3,8,0
STAG3L1,127,0
STAG3L2,144,0
STAG3L3,142,0
STAG3L4,835,0
STAM,1362,184
STAM2,689,2
STAMBP,1793,1
STAMBPL1,285,0
STAP1,2,0
STAP2,2644,2
STAR,12,0
STARD10,7360,64
STARD13,538,2
STARD3,3032,0
STARD3NL,1693,20
STARD4,461,0
STARD4-AS1,2,0
STARD5,39,0
STARD6,0,0
STARD7,7087,4
STARD7-AS1,34,0
STARD8,50,0
STARD9,28,0
STAT1,7438,4
STAT2,1835,6
STAT3,17274,565
STAT4,77,0
STAT5A,1172,52
STAT5B,1686,139
STAT6,3091,10
STATH,0,0
STAU1,9490,182
STAU2,1119,26
STBD1,466,0
STC1,154,192
STC2,17807,12
STEAP1,187,0
STEAP1B,5,0
STEAP2,136,0
STEAP3,786,0
STEAP4,948,0
STH,0,0
STIL,2119,0
STIM1,2945,94
STIM2,367,2
STIMATE,675,52
STIP1,17715,2
STK10,5024,2
STK11,6456,186
STK11IP,267,2
STK16,838,28
STK17A,1718,2
STK17B,1798,0
STK19,0,0
STK24,18637,2
STK25,1443,12
STK26,4273,0
STK3,4263,32
STK31,46,0
STK32A,0,0
STK32B,0,0
STK32C,1326,0
STK33,4,0
STK35,4125,112
STK36,76,2
STK38,2317,164
STK38L,1795,54
STK39,3181,326
STK4,3718,46
STK40,1628,18
STK4-AS1,32,0
STKLD1,38,0
STMN1,18645,28
STMN2,0,60
STMN3,1544,0
STMN4,2,0
STMND1,8,0
STMP1,1141,20
STN1,212,0
STOM,3056,4
STOML1,275,0
STOML2,8299,8
STOML3,1,0
STON1,15,0
STON1-GTF2A1L,0,0
STON2,78,0
STOX1,34,0
STOX2,165,54
STPG1,527,0
STPG2,6,0
STPG3,4,0
STPG3-AS1,4,0
STPG4,13,0
STRA6,758,0
STRA8,0,0
STRADA,226,0
STRADB,173,0
STRAP,11260,202
STRBP,2055,355
STRC,10,0
STRIP1,1268,144
STRIP2,1123,0
STRN,1116,74
STRN3,1449,800
STRN4,15135,164
STS,1763,0
STT3A,17469,1286
STT3B,3694,632
STUB1,2185,42
STUM,6,0
STX10,3682,4
STX11,143,0
STX12,1245,16
STX16,7467,22
STX17,1256,34
STX18,465,4
STX18-AS1,33,0
STX19,47,0
STX1A,287,4
STX1B,90,0
STX2,256,0
STX3,2482,19
STX4,3335,0
STX5,5426,74
STX6,2670,92
STX7,2264,0
STX8,893,0
STXBP1,2601,58
STXBP2,4851,6
STXBP3,3095,14
STXBP4,101,4
STXBP5,188,14
STXBP5-AS1,4,0
STXBP5L,2,0
STXBP6,128,22
STYK1,249,0
STYX,1426,16
STYXL1,1031,0
SUB1,10741,2
SUCLA2,2112,124
SUCLG1,3557,0
SUCLG2,3022,16
SUCNR1,0,0
SUCO,3352,290
SUDS3,2142,4
SUFU,680,62
SUGCT,169,0
SUGP1,1374,6
SUGP2,3578,1
SUGT1,1326,8
SUGT1P1,167,0
SUGT1P3,40,0
SULF1,8,308
SULF2,4509,22
SULT1A1,132,1
SULT1A2,91,0
SULT1A3,16,0
SULT1A4,5,0
SULT1B1,0,0
SULT1C2,0,0
SULT1C2P1,0,0
SULT1C3,0,0
SULT1C4,0,0
SULT1E1,0,0
SULT2A1,0,0
SULT2B1,318,0
SULT4A1,126,34
SULT6B1,0,0
SUMF1,2032,0
SUMF2,6040,0
SUMO1,6349,190
SUMO1P1,0,0
SUMO1P3,1788,744
SUMO2,11427,1622
SUMO2P7,0,0
SUMO2P8,0,0
SUMO3,11883,2
SUMO4,9,0
SUN1,8723,4
SUN2,11597,8
SUN3,1295,0
SUN5,0,0
SUOX,149,4
SUPT16H,7701,46
SUPT20H,1030,14
SUPT20HL1,0,0
SUPT20HL2,0,0
SUPT3H,352,4
SUPT4H1,1650,83
SUPT5H,18345,122
SUPT6H,4950,375
SUPT7L,1199,10
SUPV3L1,949,2
SURF1,1594,2
SURF2,1105,0
SURF4,19434,6
SURF6,1806,0
SUSD1,253,2
SUSD2,142,2
SUSD3,1746,0
SUSD4,361,4
SUSD5,28,0
SUSD6,1010,36
SUV39H1,794,18
SUV39H2,614,6
SUZ12,3385,602
SUZ12P1,227,0
SV2A,120,0
SV2B,2,2
SV2C,2,0
SVBP,264,0
SVEP1,429,26
SVIL,2438,1
SVILP1,30,0
SVIP,2194,0
SVOP,0,0
SVOPL,102,0
SWAP70,1707,22
SWI5,2546,0
SWSAP1,105,0
SWT1,31,0
SYAP1,4026,0
SYBU,723,0
SYCE1,0,0
SYCE1L,73,0
SYCE2,156,0
SYCE3,4,0
SYCN,0,0
SYCP1,0,0
SYCP2,773,0
SYCP2L,76,0
SYCP3,0,0
SYDE1,2182,2
SYDE2,452,0
SYF2,2596,0
SYK,636,0
SYMPK,4268,231
SYN1,18,17
SYN2,33,0
SYN3,2,0
SYNC,11,0
SYNCRIP,8120,4476
SYNDIG1,4,0
SYNDIG1L,6,0
SYNE1,27,4
SYNE1-AS1,0,0
SYNE2,2503,6
SYNE3,453,0
SYNE4,398,0
SYNGAP1,11,0
SYNGR1,1681,4
SYNGR2,7227,0
SYNGR3,451,0
SYNGR4,30,0
SYNJ1,512,22
SYNJ2,1425,10
SYNJ2BP,1252,32
SYNM,453,0
SYNPO,1708,50
SYNPO2,4,0
SYNPO2L,0,0
SYNPR,0,0
SYNRG,1178,26
SYP,41,2
SYPL1,4066,4
SYPL2,15,0
SYS1,618,169
SYS1-DBNDD2,0,0
SYT1,51,4
SYT10,0,0
SYT11,30,70
SYT12,1230,0
SYT13,28,0
SYT14,232,4
SYT14P1,0,0
SYT15,152,0
SYT16,24,0
SYT17,741,0
SYT2,12,0
SYT3,81,0
SYT4,0,0
SYT5,14,0
SYT6,2,0
SYT7,2348,14
SYT8,32,0
SYT9,2,2
SYTL1,806,2
SYTL2,162,4
SYTL3,99,2
SYTL4,836,18
SYTL5,28,2
SYVN1,4645,311
SZRD1,8310,1220
SZT2,573,0
T,0,0
TAAR1,2,0
TAAR2,0,0
TAAR3P,3,0
TAAR5,0,0
TAAR6,0,0
TAAR8,0,0
TAAR9,2,0
TAB1,1433,2
TAB2,1646,612
TAB3,855,40
TAC1,0,6
TAC3,0,0
TAC4,2,0
TACC1,1673,2
TACC2,1642,12
TACC3,4246,0
TACO1,1728,0
TACR1,0,0
TACR2,4,0
TACR3,0,0
TACSTD2,20901,0
TADA1,844,0
TADA2A,415,14
TADA2B,1663,106
TADA3,3251,2
TAF1,1042,258
TAF10,2682,576
TAF11,1678,20
TAF12,1081,74
TAF13,3062,0
TAF15,9663,421
TAF1A,834,0
TAF1A-AS1,75,0
TAF1B,476,0
TAF1C,1408,4
TAF1D,2318,0
TAF1L,22,18
TAF2,2042,38
TAF3,698,38
TAF4,1843,234
TAF4B,657,2
TAF5,557,40
TAF5L,2167,8
TAF6,3058,2
TAF6L,406,0
TAF7,6992,2
TAF7L,0,0
TAF8,2102,4
TAF9,4574,852
TAF9B,807,6
TAGAP,28,0
TAGLN,2197,2
TAGLN2,34847,32
TAGLN3,8,4
TAL1,4,0
TAL2,0,0
TALDO1,6875,154
TAMM41,394,2
TANC1,2014,24
TANC2,436,218
TANGO2,870,0
TANGO6,384,0
TANK,1305,38
TAOK1,2043,548
TAOK2,4835,181
TAOK3,2679,234
TAP1,0,0
TAP2,54,0
TAPBP,5,0
TAPBPL,535,0
TAPT1,428,8
TAPT1-AS1,32,2
TARBP1,682,2
TARBP2,923,428
TARDBP,5259,1130
TARID,0,0
TARM1,2,0
TARP,0,0
TARS,14341,0
TARS2,1004,0
TARSL2,91,1
TAS1R1,5,0
TAS1R2,0,0
TAS1R3,14,0
TAS2R1,0,0
TAS2R10,0,0
TAS2R13,0,0
TAS2R14,8,0
TAS2R16,0,0
TAS2R19,5,0
TAS2R20,76,0
TAS2R3,2,0
TAS2R30,4,0
TAS2R31,2,0
TAS2R38,0,0
TAS2R39,0,0
TAS2R4,7,0
TAS2R40,0,0
TAS2R41,0,0
TAS2R42,0,0
TAS2R43,1,0
TAS2R46,1,0
TAS2R5,4,0
TAS2R50,0,0
TAS2R60,0,0
TAS2R7,0,0
TAS2R8,0,0
TAS2R9,0,0
TASP1,549,44
TAT,0,0
TAT-AS1,10,0
TATDN1,1645,0
TATDN2,3791,0
TATDN3,432,0
TAX1BP1,9436,176
TAX1BP3,3298,13
TAZ,874,31
TBATA,6,0
TBC1D1,4088,25
TBC1D10A,1563,106
TBC1D10B,6719,66
TBC1D10C,5,0
TBC1D12,387,28
TBC1D13,1911,2
TBC1D14,1636,62
TBC1D15,1311,94
TBC1D16,2388,2
TBC1D17,1506,0
TBC1D19,31,58
TBC1D2,2652,0
TBC1D20,3246,22
TBC1D21,0,0
TBC1D22A,1105,0
TBC1D22A-AS1,1,0
TBC1D22B,1575,6
TBC1D23,2344,12
TBC1D24,757,0
TBC1D25,480,0
TBC1D26,7,0
TBC1D27P,2,0
TBC1D28,2,0
TBC1D29,5,0
TBC1D2B,1073,2
TBC1D3,14,0
TBC1D30,217,0
TBC1D31,1624,2
TBC1D32,74,2
TBC1D3B,1,0
TBC1D3C,2,0
TBC1D3F,92,0
TBC1D3H,3,0
TBC1D3P1-DHX40P1,3,3
TBC1D3P2,0,0
TBC1D3P5,2,0
TBC1D4,438,2
TBC1D5,1567,12
TBC1D7,1243,0
TBC1D8,1115,4
TBC1D8-AS1,32,0
TBC1D8B,64,84
TBC1D9,817,0
TBC1D9B,9234,94
TBCA,6099,2
TBCB,3548,4
TBCC,981,4
TBCCD1,1404,0
TBCD,3221,4
TBCE,1114,0
TBCEL,469,0
TBCK,178,0
TBK1,1222,18
TBKBP1,851,8
TBL1X,997,0
TBL1XR1,5428,52
TBL1Y,0,0
TBL2,1135,2
TBL3,2807,0
TBP,534,36
TBPL1,727,102
TBPL2,0,0
TBR1,0,4
TBRG1,1587,4
TBRG4,4194,0
TBX1,43,0
TBX10,0,0
TBX15,4,443
TBX18,9,30
TBX19,261,0
TBX2,84,56
TBX20,0,0
TBX21,2,0
TBX22,0,0
TBX3,166,6
TBX4,1,14
TBX5,0,0
TBX5-AS1,0,0
TBX6,210,0
TBXA2R,36,0
TBXAS1,24,0
TC2N,1985,0
TCAF1,338,0
TCAF2,55,0
TCAIM,796,0
TCAM1P,32,0
TCAP,48,0
TCEA1,8150,158
TCEA2,1981,0
TCEA3,565,0
TCEAL1,496,0
TCEAL2,0,0
TCEAL3,980,0
TCEAL4,3000,0
TCEAL5,0,0
TCEAL6,0,0
TCEAL7,0,1
TCEAL8,1040,0
TCEAL9,2407,2
TCEANC,33,0
TCEANC2,433,1
TCERG1,4682,272
TCERG1L,0,0
TCF12,1053,757
TCF15,260,0
TCF19,150,0
TCF20,2774,213
TCF21,2,0
TCF23,0,0
TCF24,6,2
TCF25,2482,6
TCF3,13596,246
TCF4,0,721
TCF7,75,22
TCF7L1,499,8
TCF7L2,333,120
TCFL5,1895,16
TCHH,10,0
TCHHL1,0,0
TCHP,490,0
TCIM,72,0
TCIRG1,913,8
TCL1A,0,0
TCL1B,0,0
TCL6,0,0
TCN1,15,0
TCN2,388,4
TCOF1,5976,2
TCP1,6964,934
TCP10,0,0
TCP10L,30,0
TCP10L2,0,0
TCP11,4,0
TCP11L1,334,0
TCP11L2,128,0
TCTA,1307,22
TCTE1,0,0
TCTE3,28,0
TCTEX1D1,0,0
TCTEX1D2,1330,2
TCTEX1D4,21,0
TCTN1,506,2
TCTN2,392,2
TCTN3,594,0
TDG,1423,10
TDGF1,0,0
TDGF1P3,0,0
TDH,1,0
TDO2,2,0
TDP1,981,0
TDP2,1421,0
TDRD1,0,0
TDRD10,0,1
TDRD12,662,0
TDRD3,463,0
TDRD5,58,0
TDRD6,3,0
TDRD7,1123,4
TDRD9,4,0
TDRG1,0,0
TDRKH,610,28
TDRP,352,0
TEAD1,2717,918
TEAD2,3959,2
TEAD3,2430,18
TEAD4,2146,0
TEC,412,0
TECPR1,226,4
TECPR2,1109,0
TECR,11170,26
TECRL,0,0
TECTA,10,0
TECTB,0,0
TEDC1,1021,1
TEDC2,652,0
TEDDM1,4,0
TEF,1303,6
TEFM,434,0
TEK,0,0
TEKT1,0,0
TEKT2,12,2
TEKT3,2,0
TEKT4,0,0
TEKT4P2,232,0
TEKT5,2,0
TELO2,1273,4
TEN1,461,0
TENM1,6,0
TENM2,42,0
TENM3,12,82
TENM4,2,3
TEP1,1958,0
TEPP,33,0
TEPSIN,579,4
TERB1,2,0
TERB2,0,0
TERC,10,0
TERF1,970,0
TERF2,1745,66
TERF2IP,4658,0
TERT,17,0
TES,3279,40
TESC,24,0
TESK1,1823,56
TESK2,797,4
TESMIN,1395,0
TESPA1,0,0
TET1,34,2
TET2,462,0
TET3,2006,102
TEX10,1249,290
TEX101,10,0
TEX11,0,0
TEX12,9,0
TEX13A,0,0
TEX13B,0,0
TEX14,16,0
TEX15,4,0
TEX19,58,0
TEX2,2222,20
TEX21P,7,0
TEX22,11,0
TEX26,0,0
TEX261,3074,16
TEX264,1258,0
TEX26-AS1,0,0
TEX28,0,0
TEX29,11,0
TEX30,1066,30
TEX33,0,0
TEX35,2,0
TEX36,4,0
TEX36-AS1,0,0
TEX37,0,0
TEX38,2,0
TEX41,0,0
TEX43,0,0
TEX44,0,0
TEX45,74,0
TEX46,2,0
TEX47,0,0
TEX48,1,0
TEX49,0,0
TEX9,50,0
TF,130,53
TFAM,1187,0
TFAMP1,0,0
TFAP2A,4140,40
TFAP2A-AS1,63,0
TFAP2B,0,0
TFAP2C,924,0
TFAP2D,0,0
TFAP2E,70,0
TFAP4,1262,4
TFB1M,272,0
TFB2M,1073,0
TFCP2,972,2
TFCP2L1,1304,0
TFDP1,9355,258
TFDP2,3879,28
TFDP3,0,0
TFE3,2145,2
TFEB,563,14
TFEC,0,8
TFF1,10,0
TFF2,52,0
TFF3,0,0
TFG,7289,408
TFIP11,1107,0
TFPI,590,3
TFPI2,433,0
TFPT,2984,6
TFR2,211,2
TFRC,45229,180
TG,10,0
TGDS,1818,0
TGFA,3341,2
TGFB1,1799,0
TGFB1I1,286,0
TGFB2,72,10
TGFB3,13,524
TGFBI,4941,4
TGFBR1,2291,26
TGFBR2,1273,2
TGFBR3,1212,6
TGFBR3L,643,0
TGFBRAP1,1079,20
TGIF1,4396,14
TGIF2,1492,0
TGIF2LX,0,0
TGIF2LY,0,0
TGM1,627,0
TGM2,10242,2
TGM3,8,0
TGM4,12,0
TGM5,22,0
TGM6,0,0
TGM7,0,0
TGOLN2,7732,18
TGS1,868,2
TH,75,0
THADA,700,0
THAP1,455,0
THAP10,210,0
THAP11,2505,86
THAP12,2500,80
THAP2,225,36
THAP3,335,0
THAP4,1060,0
THAP5,654,0
THAP6,193,0
THAP7,1186,46
THAP7-AS1,48,0
THAP8,172,0
THAP9,280,0
THAP9-AS1,4801,1
THBD,12,0
THBS1,1470,5540
THBS2,26,2
THBS3,257,98
THBS4,46,8
THCAT155,0,0
THEG,3,0
THEG5,0,0
THEGL,2,0
THEM4,228,0
THEM5,4,2
THEM6,2861,2
THEMIS,0,0
THEMIS2,247,2
THG1L,201,0
THNSL1,147,0
THNSL2,693,2
THOC1,631,195
THOC2,3193,493
THOC3,4459,2
THOC5,1637,20
THOC6,875,0
THOC7,2093,74
THOP1,2205,2
THPO,1,2
THRA,979,688
THRAP3,4774,580
THRB,700,2
THRSP,0,0
THSD1,73,0
THSD1P1,79,0
THSD4,411,0
THSD7A,6,4
THSD7B,0,0
THTPA,325,16
THUMPD1,1198,4
THUMPD2,389,0
THUMPD3,2763,0
THUMPD3-AS1,1092,0
THY1,2,10
THYN1,1214,0
TIA1,1050,116
TIAF1,0,0
TIAL1,1946,1027
TIAM1,909,82
TIAM2,112,8
TICAM1,976,0
TICAM2,0,0
TICRR,744,0
TIE1,2,4
TIFA,905,0
TIFAB,0,0
TIGAR,1757,2
TIGD1,314,2
TIGD2,144,0
TIGD3,128,0
TIGD4,19,0
TIGD5,1278,0
TIGD6,111,0
TIGD7,515,0
TIGIT,0,0
TIMD4,0,2
TIMELESS,3393,0
TIMM10,1823,0
TIMM10B,924,84
TIMM13,5165,8
TIMM17A,5991,0
TIMM17B,2103,0
TIMM21,312,0
TIMM22,470,2
TIMM23,2066,4
TIMM29,1404,0
TIMM44,4329,4
TIMM50,8740,6
TIMM8A,519,234
TIMM8B,2476,0
TIMM9,1323,12
TIMMDC1,8161,0
TIMP1,1955,8
TIMP2,13116,2712
TIMP3,16154,162
TIMP4,146,0
TINAG,0,0
TINAGL1,26568,6
TINCR,1004,0
TINF2,1240,0
TIPARP,3991,140
TIPARP-AS1,34,0
TIPIN,460,0
TIPRL,6386,62
TIRAP,241,0
TISP43,0,0
TJAP1,3005,116
TJP1,2615,440
TJP2,6256,10
TJP3,1447,0
TK1,14729,2
TK2,1652,0
TKFC,916,4
TKT,36756,34
TKTL1,2,0
TKTL2,0,0
TLCD1,720,0
TLCD2,1077,0
TLDC1,4079,0
TLDC2,2,0
TLE1,4194,230
TLE2,2828,0
TLE3,1405,126
TLE4,412,66
TLE6,170,0
TLK1,1410,174
TLK2,1543,319
TLL1,8,12
TLL2,13,0
TLN1,8557,1832
TLN2,122,103
TLNRD1,1219,1045
TLR1,29,0
TLR10,0,0
TLR2,93,0
TLR3,116,6
TLR4,0,0
TLR5,103,0
TLR6,84,0
TLR7,16,0
TLR8,0,0
TLR8-AS1,0,0
TLR9,17,0
TLX1,44,0
TLX1NB,0,0
TLX2,4,0
TLX3,146,0
TM2D1,716,50
TM2D2,829,0
TM2D3,689,2
TM4SF1,1628,8
TM4SF18,855,0
TM4SF19,641,0
TM4SF20,0,0
TM4SF4,2,0
TM4SF5,0,0
TM6SF1,47,0
TM6SF2,2,0
TM7SF2,1564,2
TM7SF3,3887,4
TM9SF1,4650,1082
TM9SF2,11398,284
TM9SF3,6741,1673
TM9SF4,4970,255
TMA16,1859,2
TMA7,5088,6
TMBIM1,5776,12
TMBIM4,937,0
TMBIM6,26381,30
TMC1,7,0
TMC2,2,0
TMC3,8,0
TMC4,3286,2
TMC5,375,0
TMC6,2695,8
TMC7,95,0
TMC8,41,1
TMCC1,1107,24
TMCC1-AS1,19,0
TMCC2,136,2
TMCC3,217,0
TMCO1,4908,20
TMCO2,0,0
TMCO3,3752,0
TMCO4,809,0
TMCO5A,0,0
TMCO6,579,0
TMED1,3756,0
TMED10,13846,134
TMED10P1,32,0
TMED11P,0,0
TMED2,14066,838
TMED3,6117,68
TMED4,3992,14
TMED5,6327,82
TMED6,15,2
TMED7,4078,2
TMED7-TICAM2,0,0
TMED8,188,2
TMED9,34915,54
TMEFF1,253,114
TMEFF2,6,161
TMEM100,2,0
TMEM101,1900,0
TMEM102,187,0
TMEM104,1152,4
TMEM105,95,0
TMEM106A,102,0
TMEM106B,1668,0
TMEM106C,4226,2
TMEM107,588,0
TMEM108,10,0
TMEM109,3000,6
TMEM11,2401,64
TMEM114,0,0
TMEM115,1350,0
TMEM116,196,0
TMEM117,29,2
TMEM119,0,0
TMEM120A,825,4
TMEM120B,1094,8
TMEM121,335,2
TMEM121B,4,0
TMEM123,21924,12
TMEM125,905,0
TMEM126A,1882,0
TMEM126B,2017,0
TMEM127,1532,8
TMEM128,308,6
TMEM129,2729,2
TMEM130,24,0
TMEM131,871,136
TMEM131L,588,6
TMEM132A,15180,200
TMEM132B,0,0
TMEM132C,0,0
TMEM132D,0,0
TMEM132E,12,0
TMEM133,5,0
TMEM134,3144,4
TMEM135,509,16
TMEM136,200,0
TMEM138,664,12
